x,y,popDensity,DEM,Tem,Pre,slop
117.899,30.0101,89.0501652,795,15.86951528,1760.361587,4.23311572
116.181,32.2531,292.9931639,19,16.19864778,1084.505468,0.253515887
116.234,31.2834,139.8846535,488,14.8423237,1348.335231,4.27510939
116.616,31.6594,500.9066999,49,16.38182324,1199.342489,0.469743716
115.767,31.475,126.6933262,220,14.62445648,1316.373849,4.656763737
116.816,31.3059,329.338895,54,15.97869936,1297.219652,2.306953237
116.047,31.8696,381.6908358,49,16.34839437,1183.321205,0.27955948
116.32,31.7534,484.4334179,51,16.32906944,1195.76465,0.62294448
118.753,31.5736,433.2279076,3,16.57300082,1231.981433,0.536508639
118.596,31.4655,457.2610942,5,16.70714811,1257.504804,0.191357785
118.042,31.6589,325.5895747,60,16.42436134,1207.413174,1.071678645
118.293,31.7573,311.8635824,13,16.46445775,1187.046119,0.374415324
118.548,31.7195,2521.444358,8,16.46339941,1198.815135,0.54941132
118.536,31.6424,2046.237674,7,16.53177169,1216.25391,0.504017673
116.408,34.4498,638.8430935,40,14.92537666,781.970101,0.128857063
117.531,33.6878,457.1599847,34,15.25973927,918.702859,0.148128438
117.878,33.5405,412.7494921,27,15.34063417,951.1187127,0.14701857
116.8,34.2067,571.5415131,57,14.95766585,828.8714963,0.45977778
117.146,33.7207,571.7463687,29,15.25161374,896.8292803,0.265331306
117.308,30.8511,314.9536308,35,17.04113516,1435.425484,0.962566881
117.623,30.8496,296.2516035,2,17.08720263,1448.934182,0.99191084
117.838,30.9563,3401.027334,25,17.01045681,1417.700915,0.890358609
117.92,30.9588,282.324699,10,16.87048616,1419.288276,1.406845607
118.155,31.0811,427.0835712,21,16.78307508,1376.876006,1.548623078
118.427,31.2716,4123.305189,2,16.87670179,1310.248952,0.081415049
118.255,31.3743,611.2633407,8,16.80167924,1282.923857,0.082894335
118.274,30.893,340.2528489,20,16.94071382,1433.261951,0.836828958
118.288,31.2163,817.6745268,5,16.89237562,1328.99328,0.333420564
119.352,30.8884,236.4814896,70,16.45794773,1380.464481,1.913026823
118.652,30.1567,124.76312,367,15.30320687,1664.055173,5.369061615
118.364,30.595,135.4253235,129,16.27305657,1539.836742,3.6273602130000002
118.475,30.3163,124.3352697,289,15.75615971,1628.753221,4.587096204
119.159,31.0952,282.9724072,36,16.74638946,1334.796241,0.67256511
118.986,30.4985,158.5879662,218,15.98409329,1518.508409,3.711543984
118.787,30.9414,255.2630196,2,16.73922847,1396.178491,1.141067372
116.205,40.214,1690.31682,39,11.16137359,536.4751807,3.020677931
116.509,39.9523,7434.093709,58,12.44432154,547.8458806,0.198496621
116.413,39.6465,1927.422665,29,12.66056892,542.3494504,0.190934175
116.41,39.9115,16864.43412,60,12.37861772,543.33364,0.152398114
115.848,39.7179,657.0427543,405,10.80258744,542.7594173,4.123506659
116.244,39.8343,6636.886891,59,12.36177882,533.1547522,0.494387378
116.227,40.0257,7277.017215,104,12.10347114,529.5560363,1.671508268
116.58,40.6282,207.809334,422,9.45722154,569.3282851,4.492930079
115.785,39.9929,271.1498383,547,8.91294777,563.8782193,6.307099533
116.989,40.5252,236.941522,148,10.3972909,595.2930152,3.322213646
117.139,40.2076,482.3274668,118,11.23933538,609.0942419,2.733376857
116.17,39.9319,6724.53869,87,12.02996869,530.3932962,1.899084743
116.718,40.1494,1311.726865,14,12.3353639,559.7226113,0.325854089
116.727,39.8021,2033.025823,28,12.55174433,562.2174225,0.143833866
116.359,39.9108,21880.96377,64,12.37564214,539.2939202,0.107231303
116.158,40.5384,173.264325,503,8.6157459,556.5637972,4.2178758180000004
119.319,26.0176,7469.845525,8,20.91143898,1559.096838,0.554630941
119.379,25.6181,782.746741,28,20.45507396,1520.607686,2.494126294
119.279,26.0951,18940.11926,28,20.74798328,1577.935219,0.762463665
119.303,26.2229,1429.482912,378,18.69143196,1645.93159,4.985349537
119.586,26.3064,492.5846332,393,19.54494998,1621.879297,4.088131726
119.48,26.4982,218.538826,297,18.5309956,1691.209887,4.655041245
119.502,26.0765,1027.084547,22,19.78996924,1581.301304,4.166192295
119.112,26.1774,465.0856284,237,18.61259958,1654.31525,5.381769156
118.764,26.2081,171.6018696,192,18.47629344,1684.874944,6.295534439
119.314,26.0595,23408.91575,5,20.90015769,1566.424973,0.475227507
118.785,25.8551,126.226389,653,18.60966935,1639.657644,6.117669553
119.561,25.9121,1067.216374,29,20.39710796,1538.062051,2.435784876
116.81,25.6006,96.70904312,691,17.97197255,1806.120147,4.857477434
116.558,25.1225,132.5314601,555,19.26686793,1763.333978,4.103216299
116.127,25.1345,105.3852,295,19.25303789,1726.071685,3.709613703
117.075,25.2192,315.723825,555,18.40949792,1794.961559,5.692708035
116.814,24.7588,145.2687768,655,19.63797615,1749.994804,4.542559306
117.438,25.3779,85.93676031,613,18.53473105,1765.910646,5.523014675
116.36,25.6926,127.9379675,437,18.72420207,1762.019438,3.45980415
117.343,27.6536,58.10211817,280,16.85906538,1980.347467,5.566170018
118.47,27.044,103.5319258,174,18.29258494,1828.74711,4.787684429
118.055,27.4071,100.791924,221,18.31771055,1893.393745,4.119082004
118.513,27.9413,88.1010498,226,17.3900389,1887.590356,5.099853217
117.469,27.2336,95.82592516,489,17.75987291,1923.016393,4.700328366
117.862,26.9064,90.57313777,506,18.52784287,1836.057065,4.810392775
118.752,27.6088,125.590924,514,18.03616134,1859.476472,4.765226408
118,27.745,92.53729989,210,16.92214878,1955.51135,5.735159248
118.243,26.5879,171.3285979,123,18.89515928,1752.284715,5.472252662
118.962,27.3217,102.9192773,713,16.46208512,1885.99307,4.73789372
119.649,27.04,325.3143529,137,18.34277712,1768.954012,5.639108082
120.196,27.2178,343.3192842,17,18.15201332,1731.844002,3.838069136
118.868,26.6145,137.1730798,555,17.42527558,1769.128038,4.95994709
119.456,26.7556,421.8156415,213,17.8553761,1759.558197,5.832592051
118.978,26.9194,93.16093282,830,15.88383236,1865.340963,4.731566711
119.495,27.4242,124.0822507,946,16.13491825,1861.596692,5.160455808
119.982,26.8511,282.2586024,366,18.67300209,1698.627969,4.150145122
119.875,27.203,170.2331387,1015,16.25499062,1810.310368,5.804577581
119.302,27.0927,144.5287306,972,16.00732396,1863.223024,5.456551363
118.929,25.4161,1116.283331,188,20.45147763,1542.64431,4.531843911
119.057,25.6031,619.3254487,447,19.67904791,1562.884062,3.836412563
119.082,25.4024,2337.990124,11,21.03803678,1513.334661,1.821969121
118.695,25.467,491.1987206,214,19.20725042,1601.653631,5.050189128
119.193,25.2294,907.2514838,128,21.39776877,1485.337569,0.987504839
117.897,25.1233,335.4925173,664,18.82792523,1695.856014,5.660360593
118.245,25.6726,150.7522895,835,17.61545166,1705.173999,5.178219777
118.622,24.9202,5561.892397,29,21.64553749,1528.637991,1.71280436
118.811,24.9871,1299.510248,41,21.56768042,1510.752168,1.154921499
118.549,24.7169,2892.008654,54,21.91940246,1527.808874,0.544973517
118.544,24.9076,7471.951375,11,21.7485921,1533.998001,0.946327116
118.626,25.141,661.2589807,220,20.55150168,1559.363911,3.93914887
118.377,25.0132,751.8512482,28,20.87323457,1579.707341,3.579565859
118.854,25.165,1137.196994,49,21.12588635,1521.126492,1.986937374
118.687,24.7434,3849.581638,42,21.89373717,1513.105953,0.715820527
118.135,25.3924,290.2975569,278,18.9262764,1672.796268,5.417862085
117.804,25.7901,135.24779,716,18.00514002,1751.154279,4.767675968
116.78,26.819,66.17842592,492,17.42066184,1895.308311,4.18010861
117.389,26.7289,64.46294675,355,17.91256604,1865.368885,5.536887295
117.62,26.3082,627.3012809,441,18.88579857,1778.971412,5.666223553
117.206,26.4166,57.46598845,668,18.00287643,1837.684418,3.63204761
116.667,26.3064,108.660738,342,18.04306802,1829.748075,3.090229736
116.91,26.0954,65.4027088,331,18.54986692,1808.720273,4.234975659
117.528,26.1853,234.6782888,178,18.59406692,1783.311801,5.18998996
117.807,26.4441,139.3146148,133,18.70687746,1778.827264,5.016800316
117.113,26.8612,67.73427401,367,17.84212523,1893.899382,4.186376811
117.316,25.9168,117.9033386,483,18.21039875,1791.382861,5.494198181
118.237,26.1469,99.51384424,383,18.2608496,1724.746101,5.254304037
117.985,24.5186,2699.30917,83,21.86655937,1593.817289,2.016972863
118.134,24.5223,13575.87261,26,22.16603905,1567.232219,0.595568147
118.023,24.6311,3733.943382,33,21.577853,1598.585884,2.612832294
118.126,24.4647,12570.78528,196,22.05001946,1570.772941,1.839414841
118.105,24.7725,1285.43729,38,20.90115938,1607.063586,3.712821461
118.267,24.6464,1298.947382,34,21.68668687,1564.87806,1.304478857
117.408,23.6751,489.1838907,10,22.61115487,1634.950357,0.457930901
117.53,24.9164,105.3335095,213,19.66613142,1715.280314,6.335558269
117.816,24.393,683.8245113,15,21.80095958,1611.416338,2.427803803
117.733,24.5401,2571.427309,9,22.16964852,1614.132684,0.876336035
117.279,24.6651,154.8783365,814,20.15072563,1712.618242,4.832095435
117.189,24.3199,197.9794962,470,20.19632348,1695.128793,5.452765689
117.611,24.6001,2462.268609,42,21.95285112,1635.830956,1.931414285
117.336,23.9729,370.7362384,44,21.43696527,1655.164193,3.903939596
117.686,24.0951,350.1617622,71,21.8699832,1616.636733,2.201638904
117.799,24.7407,252.2229173,32,20.90390013,1644.598638,4.756905866
117.134,23.8486,403.7258598,137,21.50374308,1672.386762,3.330811993
104.157,36.5554,249.905638,1714,8.295046605,307.9214122,2.015493767
105.092,35.9571,70.89684759,1742,7.539947625,395.4888872,2.614256117
104.049,37.1386,36.27564088,1627,7.637130459,278.6927379,2.327502389
104.724,36.732,66.35763145,1460,8.160390178,288.8955667,2.554982296
104.912,36.7142,101.6132108,1637,7.668547365,303.8554968,2.789371661
104.629,35.6385,115.9233658,1975,6.910989625,440.1023938,2.585833707
103.903,35.5248,168.4047948,2021,6.517602682,475.3154767,3.578663077
104.625,35.1066,176.3053532,2068,7.308385169,495.2254735,3.144009121
104.238,34.425,118.8450721,2888,4.867614023,627.1035527,4.488915536
105.186,35.2082,111.470918,1876,7.299915834,496.3476065,2.751374631
104.137,35.1367,135.6070619,2313,5.809566435,530.8693174,3.524636196
104.358,34.7229,77.06044209,2350,5.260519268,584.2132513,5.511465067
103.562,34.0047,11.06883616,2640,4.553808671,676.9586461,11.12923534
103.079,34.9931,52.12039972,3286,1.935975947,638.8566572,3.556160107
103.614,34.7312,91.9628967,3053,4.533585973,603.1343989,5.458839198
102.469,34.39,8.312805074,3624,1.509478493,654.5058182,3.964030618
101.668,33.8358,5.914366004,3828,0.766378829,685.3349993,3.733062837
102.498,35.0185,13.76572379,3509,1.485461189,611.5872247,4.865693609
104.319,33.6284,41.53384469,2222,7.632590044,698.332793,13.12439081
103.388,34.6105,18.51459255,2807,2.867646192,652.2925738,6.161995389
102.159,38.6471,84.35926357,1535,7.887025359,217.6104859,1.665919612
101.964,38.2853,39.14194153,2090,5.425215482,311.7208857,2.719498166
94.427,39.0254,0.375719663,2918,1.301055797,208.0384449,3.520382287
94.123,40.3615,6.927734827,1049,9.831040562,60.68898794,0.970998323
95.766,40.728,5.482883168,1318,7.747732394,95.89450898,0.885705481
99.1733,40.372,7.4937994,1278,8.646911827,91.15700326,0.617171701
96.5391,40.6616,0.273217519,1427,2.923226645,194.7497531,2.721693194
98.7925,39.6022,135.455798,1426,7.71546234,133.9433507,1.036191482
97.4591,40.2372,10.34170515,1424,6.984061759,117.3047316,1.685481351
103.684,36.1247,5350.616841,1545,9.77372505,338.8644383,2.93958982
103.874,36.0738,7131.503624,1502,9.269387546,348.8168437,3.010711857
103.877,36.3893,50.53540474,1772,8.136119168,339.6221689,1.932491043
103.108,36.2776,271.6034263,1892,8.811878404,367.0230115,2.668790235
103.769,35.9651,1790.957552,2020,7.204402187,412.2032295,4.232603963
103.52,36.127,1134.949768,1598,8.919663321,363.6801844,3.775169165
103.242,36.6043,48.83483294,2288,6.422177875,386.8482019,2.877488881
104.23,35.9926,143.6197528,2065,6.756192976,406.1291409,3.591041784
103.444,35.6928,192.4374277,2109,7.382036331,445.4195753,3.977879642
103.617,35.4723,496.4896403,2142,7.352986992,466.5598039,3.562477712
103.331,35.3112,177.0185423,2426,4.888445421,543.8307911,5.734058691
102.895,35.7124,262.2213421,2262,6.5883215999999996,463.4505195,5.255707697
103.652,35.2448,288.4039073,2303,6.528794421,509.256357,3.749015517
103.185,35.575,3588.307452,1902,8.636188931,430.4653378,2.416237859
103.044,35.5149,280.6730046,2174,6.354050501,486.8586553,5.067408878
103.218,36.0028,95.28908191,2019,7.839053356,408.9819406,4.658113216
105.679,33.7442,142.9720373,1043,11.26601418,709.0861942,5.288836627
104.444,34.01,76.7769468,1787,7.265149021,640.2370178,8.160906822
106.016,33.8885,70.37815081,1436,10.86179167,713.9556227,4.986339007
105.627,33.2804,54.62384882,1195,11.22661759,852.8945495,6.985347053
105.054,34.1057,99.35672802,1661,8.862652391,624.5949274,5.214460657
106.388,33.9019,27.8269096,1175,9.74585398,765.5953415,6.220814294
104.774,32.9428,39.33808561,1931,10.85343513,856.8510944,12.34571718
105.125,33.2872,117.467704,1147,10.52668145,806.9270517,9.009647875
105.328,33.9127,190.0227864,1918,9.872158968,664.3705716,4.945788978
106.992,35.2447,96.08795473,1435,9.447548974,580.7486491,2.596059962
106.595,35.1977,152.4792048,1582,7.683713156,601.7409343,3.250716691
107.432,35.3488,150.4631545,1145,10.20089096,569.8120224,2.786293578
105.668,35.429,167.2768062,1753,7.780954291,483.3255412,2.697764137
106.738,35.5109,260.4674587,1413,8.551441649,547.2485663,2.917023292
107.399,35.0687,79.4576145,1316,10.11044654,605.3198111,2.502722265
106.056,35.2497,222.8696334,1741,7.282942942,553.5905223,3.264435283
108.298,36.0017,46.47507689,1390,9.263808764,563.0115182,2.146828011
108.021,36.4381,31.38974239,1478,8.718729664,521.5673212,1.823166127
107.062,36.608,33.06804535,1416,8.493456953,442.1992443,2.286806933
108.105,35.566,126.876269,1217,9.847662203,578.8636242,2.408033136
107.671,36.0406,87.33700065,1277,9.566777896,523.2013263,2.190327198
107.662,35.6711,519.8624997,1379,9.777780984,554.00621,1.929401804
107.167,35.7814,103.3203857,1261,9.475498675,521.988636,2.344641854
108.364,35.405,129.4432785,1339,9.331890795,610.817326,2.421110636
105.264,34.8044,321.5864938,1600,8.829399549,520.0389908,4.078674168
106.132,34.4169,159.4447985,1886,9.168764723,646.0031583,5.624183493
105.686,34.9495,259.1255447,1669,8.890054447,527.9345804,3.525625187
105.623,34.3962,275.9661174,1854,9.003527606,610.8931434,3.380065639
106.128,34.7387,121.2368722,1454,8.45370819,609.0274588,3.37834006
104.878,34.6743,182.5993809,1990,7.614030501,547.0246297,5.389795818
106.271,34.9872,195.4169391,1876,6.915179448,621.1774389,3.491336208
103.331,37.527,49.48434064,1928,6.580369998,306.3764835,1.852144961
102.751,37.9112,177.8997113,1496,7.514028792,279.8281698,1.782765977
103.185,38.8285,11.28435654,1323,9.11129508,157.3097536,0.4330644
102.765,37.2707,23.04462228,3604,1.370305548,477.271683,5.826296271
100.505,39.003,140.5415928,1463,7.694616552,222.7518715,1.770696161
99.5923,39.5383,28.83181918,1318,8.107989139,149.0717957,1.288732225
100.176,39.3455,42.76020207,1391,8.479855362,170.1417698,1.090122554
100.768,38.4754,78.67981076,2194,4.218215012,353.0423496,2.957974047
101.176,38.521,31.96235879,2209,4.145461426,345.458354,3.087717541
99.2833,38.9265,1.350213074,4586,-0.431478513,371.4998634,7.83443998
116.603,23.7332,1080.339403,87,21.45561589,1730.011789,3.365176039
116.907,23.8365,443.847063,58,21.64658604,1686.736306,3.084059346
116.707,23.6729,1751.403786,62,22.32570701,1705.004304,1.922516023
113.875,22.9345,4254.137487,24,22.76995238,1992.55049,0.95247872200000006
113.058,23.0005,8614.514575,11,22.84516878,1909.038479,0.09624222
112.671,22.8207,500.0815773,164,22.62332095,1890.421564,1.757300892
113.03,23.072,3420.58842,13,22.77323118,1898.388507,0.403896624
112.893,23.2907,970.7104667,16,22.56146405,1860.184569,0.775991986
113.178,22.844,4004.809713,6,22.94301553,1948.060815,0.074657177
113.319,23.2919,5633.462646,16,22.47612035,1926.254804,0.972784679
113.675,23.6797,361.6101363,212,21.16235053,1951.511364,3.494952465
113.402,22.9762,5120.07066,15,22.86334237,1952.875977,0.28138676
113.321,23.0846,19996.4488,10,22.8193475,1935.568911,0.221868532
113.209,23.4452,1696.034353,11,22.22268357,1908.674873,1.441299267
113.503,23.2195,2612.763649,95,22.41239096,1953.51889,1.448599512
113.222,23.0907,19739.89035,6,22.80881992,1923.014074,0.14786617
113.539,22.7394,1006.526052,5,22.97715679,1977.835455,0.183797561
113.37,23.1624,16444.71704,15,22.58586265,1939.732337,1.188535079
113.276,23.1356,30801.80463,16,22.73367113,1927.087661,0.554581982
113.759,23.3436,908.7833301,205,22.18926677,1969.443047,2.313797892
114.815,23.9301,86.87691627,237,21.18066953,1886.519007,3.2624005
115.001,24.4492,154.4807379,341,20.54945349,1730.754867,2.779297411
114.533,24.3368,125.5387324,241,19.86936902,1818.256562,4.603388301
115.351,24.3313,193.1059034,284,20.88717566,1733.952907,2.703513002
114.64,23.6878,1945.251036,111,21.60842062,1960.518195,3.144394391
115.052,23.5216,151.6167355,119,21.27413787,1991.952693,3.055648922
114.277,23.3497,424.0050896,103,22.02649049,1998.475514,2.807543789
114.475,23.1604,1404.269429,19,22.49871477,2016.596127,1.493693899
114.94,23.0325,280.386013,47,21.75288653,2041.775098,3.572221699
114.468,22.8646,1134.949594,32,22.47634952,2031.50073,2.236423658
114.127,23.6638,140.7574428,240,21.29164143,1966.42457,3.628069343
112.276,22.2354,285.4874835,26,22.66497709,2079.698605,2.2957932
112.791,22.6716,490.2301945,194,22.55731429,1956.628521,2.009049446
113.123,22.5512,3306.082929,3,23.06910118,2002.628585,0.2009578
112.535,22.3736,451.8762265,21,22.82284709,2037.956288,1.520582394
113.049,22.6559,2609.677396,12,22.89084738,1977.177552,0.893521306
112.707,22.013,262.41063810000003,177,22.81500888,2134.72039,1.995075253
113.024,22.3837,665.6883058,8,22.8122166,2044.515804,1.489358094
116.221,23.0286,804.9210251,13,22.62905078,1858.103399,1.254717504
116.307,23.6286,1310.831032,32,22.1311418,1764.77573,2.207412317
115.907,23.494,501.7129292,96,21.27684647,1872.558433,3.67230555
116.066,23.2858,1236.937556,128,21.99113653,1861.767333,2.820783348
116.446,23.5065,2788.36258,6,22.58594826,1752.923572,1.189511389
111.191,21.6513,702.277202,271,23.36065713,1952.534017,1.492662647
110.965,22.0319,406.5894211,62,22.6818158,1876.369512,2.568550726
110.531,21.8404,548.3788681,32,23.4045196,1827.363724,0.708296757
110.879,21.6785,1726.148214,21,23.68362861,1883.54072,0.245478062
111.114,22.4284,329.2905027,435,21.42369664,1830.932353,4.141520911
116.652,24.3444,134.5322547,191,20.86410622,1699.146783,4.122706972
116.283,23.9153,176.8061779,314,20.67630455,1759.11968,4.737444172
116.185,24.6792,191.6403998,411,20.44737871,1704.529748,3.994912117
116.168,24.2644,758.3659153,238,20.90129612,1710.51781,3.578915972
116.182,24.3813,225.029805,315,21.06165669,1706.586736,2.96493486
115.921,24.6919,138.7472963,377,20.38133601,1693.154552,3.106036874
115.629,23.7987,283.2985777,457,21.11985142,1847.652637,2.810600714
115.743,24.263,375.9767052,199,21.17625665,1720.063272,1.911106894
113.554,23.8797,243.6873499,66,21.16368084,1924.205149,3.37123108
112.256,24.5612,108.8720021,787,18.1658802,1803.106106,7.058203556
112.09,24.5146,78.09491224,426,18.53172549,1776.749231,6.085326962
112.448,24.9344,141.3830935,256,18.71256526,1727.995108,4.312012286
113.132,23.6742,865.2560902,34,21.92478961,1895.40564,1.907046766
112.824,23.9102,262.2582683,134,20.77194326,1874.363834,3.675819525
112.67,24.5062,110.391059,372,18.98332295,1830.608677,5.268131759
113.313,24.2225,167.1226469,222,20.71524136,1870.471578,3.67481645
116.407,23.1761,1986.535393,63,22.33125565,1813.847381,1.700158492
116.485,23.3348,2356.545359,91,22.55978771,1773.682702,1.330897032
116.811,23.5235,2257.317134,8,22.68056472,1703.543472,0.370298404
116.712,23.2751,1186.809402,5,22.67290759,1748.669778,0.831002344
116.637,23.3868,5182.924288,5,22.68713997,1738.590639,0.538204591
116.756,23.3932,4443.552681,4,22.76623261,1722.28898,0.067698806
115.845,21.9804,566.968752,0,22.72532479,1999.017496,0.753700389
115.274,22.9635,446.1324777,23,22.23622667,2013.679086,2.91320876
115.78,22.9594,703.1452733,15,22.5688105,1939.120372,1.361212129
115.618,23.2802,252.499746,99,21.17222337,1964.450036,4.392084056
113.239,25.2457,158.4931769,778,18.09864914,1674.932098,4.765160991
114.376,25.1866,152.3562743,137,19.33061595,1656.05069,3.115349323
113.623,24.6445,179.1638089,110,19.75385862,1792.286527,4.287096736
113.776,25.1432,83.72184089,101,19.24852695,1676.003566,3.740586009
113.164,24.8083,81.47784015,246,17.99379529,1797.330541,5.304428135
114.104,24.8507,92.97412917,307,19.24943076,1734.056019,4.388878619
114.018,24.4223,148.2505459,330,20.09359523,1825.162442,4.223688242
113.375,24.7124,552.3699623,144,19.8111861,1778.955405,4.163761648
114.133,24.0678,99.26502233,206,20.01673089,1910.409651,4.345319714
113.572,24.911,636.1261411,124,20.54820658,1702.876162,1.749122987
113.851,22.6791,10961.28024,66,22.94652868,2004.384898,0.789558466
114.042,22.5462,19461.72958,2,23.0667176,2016.419613,1.052939599
113.926,22.7661,7031.630486,17,22.90329303,2002.276094,1.004312911
114.355,22.6332,5303.005573,134,22.57976724,2030.457222,2.805888274
114.03,22.6869,14322.2059,53,22.73537139,2014.584536,1.02602152
114.143,22.5776,14481.44459,31,22.71131341,2025.672234,2.999980288
113.931,22.5441,8780.686301,9,22.93418471,2016.114677,1.16283416
114.357,22.691,3323.705878,42,22.50442191,2032.662234,2.453425075
114.27,22.5964,2485.713379,97,21.93662757,2046.254694,4.811901474
111.887,21.7786,963.7251819,4,23.43689536,2097.306622,0.546755448
111.683,22.2202,216.9450264,360,22.47505493,1964.844255,3.080333207
112.086,21.9648,278.1875658,13,22.98940441,2116.468501,1.771088698
111.597,21.7149,295.0369051,20,23.28962128,2041.668412,1.694642859
111.481,22.6877,401.3119761,58,22.199719,1750.811746,2.607784997
112.205,22.6229,283.2085456,67,22.17810974,1907.273204,3.393614462
111.608,23.0408,189.3437723,353,22.12515617,1674.863586,2.887604892
111.972,22.8981,200.3643042,357,22.081062,1761.503061,3.435234164
112.12,22.8844,515.0530836,185,22.09974038,1786.319116,3.295327876
110.373,21.2802,6536.799879,1,23.87329038,1826.056623,0.25533288
109.997,20.7852,348.3954144,16,24.07371517,1809.03896,0.414747767
110.127,21.6398,482.2430731,28,23.51788372,1815.932678,0.414127017
110.337,21.0751,567.3580499,6,23.94169694,1823.973569,0.377581222
110.506,21.2707,597.6858457,7,23.92496329,1840.742097,0.130556403
110.014,21.2621,383.9886785,28,23.80154897,1813.440501,0.240413416
110.708,21.4303,962.7210363,5,23.82274661,1865.0084,0.176764319
110.377,21.1917,5489.397686,6,23.86278484,1827.051225,0.406545956
110.242,20.4227,298.7813032,123,24.21616292,1840.807333,0.443547162
